rgn_id,rgn_name,county_eez_area_km2,Reef_area_Km
3,Kilifi,566567.5415,239.9497777
2,Kwale,161182.3154,107.9179848
5,Lamu,453197.2642,552.7078554
1,Mombasa,2520.560058,24.35259728
4,Tana River,189650.6444,92.76006813
