Country,Year,Sector,Site,Station,Reef.zone,benthic_name,level1_code,cover,Latitude,Longitude,Organization,Period,Source,site.id
Kenya,1999,NA,Kiunga_MNR,Bomani,NA,Coral,HC,13,-1.742583333,41.51686111,NA,Pre,GCRMN 2015,Kenya1999NAKiunga_MNRBomaniNAPre
Kenya,1999,NA,Kiunga_MNR,Bomani,NA,Algae-coralline,ACOR,0,-1.742583333,41.51686111,NA,Pre,GCRMN 2015,Kenya1999NAKiunga_MNRBomaniNAPre
Kenya,1999,NA,Kiunga_MNR,Bomani,NA,Algae-Halimeda,AHAL,0,-1.742583333,41.51686111,NA,Pre,GCRMN 2015,Kenya1999NAKiunga_MNRBomaniNAPre
Kenya,1999,NA,Kiunga_MNR,Bomani,NA,Algae-turf,ATRF,15.9,-1.742583333,41.51686111,NA,Pre,GCRMN 2015,Kenya1999NAKiunga_MNRBomaniNAPre
Kenya,1999,NA,Kiunga_MNR,Bomani,NA,Algae-macro/fleshy,AMAC,0,-1.742583333,41.51686111,NA,Pre,GCRMN 2015,Kenya1999NAKiunga_MNRBomaniNAPre
Kenya,1999,NA,Kiunga_MNR,Bomani,NA,Dead Standing coral,DC,42.1,-1.742583333,41.51686111,NA,Pre,GCRMN 2015,Kenya1999NAKiunga_MNRBomaniNAPre
Kenya,1999,NA,Kiunga_MNR,Bomani,NA,Bare substrate,BS,14.2,-1.742583333,41.51686111,NA,Pre,GCRMN 2015,Kenya1999NAKiunga_MNRBomaniNAPre
Kenya,1999,NA,Kiunga_MNR,Bomani,NA,Rubble,RUB,0,-1.742583333,41.51686111,NA,Pre,GCRMN 2015,Kenya1999NAKiunga_MNRBomaniNAPre
Kenya,1999,NA,Kiunga_MNR,Boso,NA,Coral,HC,8.4,-1.732388889,41.52672222,NA,Pre,GCRMN 2015,Kenya1999NAKiunga_MNRBosoNAPre
Kenya,1999,NA,Kiunga_MNR,Boso,NA,Algae-coralline,ACOR,1.9,-1.732388889,41.52672222,NA,Pre,GCRMN 2015,Kenya1999NAKiunga_MNRBosoNAPre
Kenya,1999,NA,Kiunga_MNR,Boso,NA,Algae-Halimeda,AHAL,0,-1.732388889,41.52672222,NA,Pre,GCRMN 2015,Kenya1999NAKiunga_MNRBosoNAPre
Kenya,1999,NA,Kiunga_MNR,Boso,NA,Algae-turf,ATRF,22.7,-1.732388889,41.52672222,NA,Pre,GCRMN 2015,Kenya1999NAKiunga_MNRBosoNAPre
Kenya,1999,NA,Kiunga_MNR,Boso,NA,Algae-macro/fleshy,AMAC,0,-1.732388889,41.52672222,NA,Pre,GCRMN 2015,Kenya1999NAKiunga_MNRBosoNAPre
Kenya,1999,NA,Kiunga_MNR,Boso,NA,Dead Standing coral,DC,41.1,-1.732388889,41.52672222,NA,Pre,GCRMN 2015,Kenya1999NAKiunga_MNRBosoNAPre
Kenya,1999,NA,Kiunga_MNR,Boso,NA,Bare substrate,BS,17.2,-1.732388889,41.52672222,NA,Pre,GCRMN 2015,Kenya1999NAKiunga_MNRBosoNAPre
Kenya,1999,NA,Kiunga_MNR,Boso,NA,Rubble,RUB,0,-1.732388889,41.52672222,NA,Pre,GCRMN 2015,Kenya1999NAKiunga_MNRBosoNAPre
Kenya,1999,NA,Kiunga_MNR,Ch._Chano,NA,Coral,HC,16.9,-2.010699967,41.33303002,NA,Pre,GCRMN 2015,Kenya1999NAKiunga_MNRCh._ChanoNAPre
Kenya,1999,NA,Kiunga_MNR,Ch._Chano,NA,Algae-coralline,ACOR,0,-2.010699967,41.33303002,NA,Pre,GCRMN 2015,Kenya1999NAKiunga_MNRCh._ChanoNAPre
Kenya,1999,NA,Kiunga_MNR,Ch._Chano,NA,Algae-Halimeda,AHAL,0,-2.010699967,41.33303002,NA,Pre,GCRMN 2015,Kenya1999NAKiunga_MNRCh._ChanoNAPre
Kenya,1999,NA,Kiunga_MNR,Ch._Chano,NA,Algae-turf,ATRF,53.2,-2.010699967,41.33303002,NA,Pre,GCRMN 2015,Kenya1999NAKiunga_MNRCh._ChanoNAPre
Kenya,1999,NA,Kiunga_MNR,Ch._Chano,NA,Algae-macro/fleshy,AMAC,0,-2.010699967,41.33303002,NA,Pre,GCRMN 2015,Kenya1999NAKiunga_MNRCh._ChanoNAPre
Kenya,1999,NA,Kiunga_MNR,Ch._Chano,NA,Dead Standing coral,DC,12.4,-2.010699967,41.33303002,NA,Pre,GCRMN 2015,Kenya1999NAKiunga_MNRCh._ChanoNAPre
Kenya,1999,NA,Kiunga_MNR,Ch._Chano,NA,Bare substrate,BS,11.1,-2.010699967,41.33303002,NA,Pre,GCRMN 2015,Kenya1999NAKiunga_MNRCh._ChanoNAPre
Kenya,1999,NA,Kiunga_MNR,Ch._Chano,NA,Rubble,RUB,0,-2.010699967,41.33303002,NA,Pre,GCRMN 2015,Kenya1999NAKiunga_MNRCh._ChanoNAPre
Kenya,1999,NA,Kiunga_MNR,Ch._Kui,NA,Coral,HC,8.4,-1.857833333,41.45583333,NA,Pre,GCRMN 2015,Kenya1999NAKiunga_MNRCh._KuiNAPre
Kenya,1999,NA,Kiunga_MNR,Ch._Kui,NA,Algae-coralline,ACOR,0,-1.857833333,41.45583333,NA,Pre,GCRMN 2015,Kenya1999NAKiunga_MNRCh._KuiNAPre
Kenya,1999,NA,Kiunga_MNR,Ch._Kui,NA,Algae-Halimeda,AHAL,0,-1.857833333,41.45583333,NA,Pre,GCRMN 2015,Kenya1999NAKiunga_MNRCh._KuiNAPre
Kenya,1999,NA,Kiunga_MNR,Ch._Kui,NA,Algae-turf,ATRF,50.1,-1.857833333,41.45583333,NA,Pre,GCRMN 2015,Kenya1999NAKiunga_MNRCh._KuiNAPre
