year,rgn_id,fao_rgn,taxon_scientific_name,taxon_common_name,taxon_key,tons,stock_id
1950,43,51,Acanthuridae,"Surgeons, tangs, unicornfishes",400412,25.2157800297077,Acanthuridae-51
1950,43,51,Alopias vulpinus,Thresher,602535,1.67497542422592,Alopias_vulpinus-51
1950,43,51,Anguilliformes,"Eels, morays",300026,0.125994263103482,Anguilliformes-51
1950,43,51,Aprion virescens,Green jobfish,600084,1.79493292792821,Aprion_virescens-51
1950,43,51,Ariidae,"Sea catfishes, coblers",400145,2.5543841498393,Ariidae-51
1950,43,51,Batoidea,"Batoids, skates, rays, sawfishes",300063,7.30073161405379,Batoidea-51
1950,43,51,Caesionidae,Fusiliers,400459,1.32912557162306,Caesionidae-51
1950,43,51,Carangidae,"Jacks, pompanos",400314,822.358611546234,Carangidae-51
1950,43,51,Carcharhinidae,Requiem sharks,400011,63.3018939956709,Carcharhinidae-51
1950,43,51,Carcharhinus amblyrhynchos,Blacktail reef shark,600861,2.60839408854035,Carcharhinus_amblyrhynchos-51
1950,43,51,Carcharhinus melanopterus,Blacktip reef shark,600877,1.11512790277247,Carcharhinus_melanopterus-51
1950,43,51,Chirocentrus,Wolf herrings,500856,0.205685858512759,Chirocentrus-51
1950,43,51,Chirocentrus nudus,Whitefin wolf-herring,601452,0.0825325982251729,Chirocentrus_nudus-51
1950,43,51,Clupeidae,"Herrings, sardines, menhadens",400043,206.516957166648,Clupeidae-51
1950,43,51,Clupeiformes,"Herrings, shads, anchovies",300028,15.9220120443981,Clupeiformes-51
1950,43,51,Coryphaena,Dolphinfishes,500116,1.20791964022081,Coryphaena-51
1950,43,51,Decapterus,Scads,502102,0.0283657843865739,Decapterus-51
1950,43,51,Diagramma pictum,Painted sweetlips,604465,1.67199619423871,Diagramma_pictum-51
1950,43,51,Diodon,Porcupinefishes,500154,0.725528793765571,Diodon-51
1950,43,51,Diodontidae,"Porcupine-, burrfishes",400449,1.75367005552183,Diodontidae-51
1950,43,51,Echidna nebulosa,Snowflake moray,605388,0.870399428330286,Echidna_nebulosa-51
1950,43,51,Elasmobranchii,"Sharks, rays, skates",200004,742.41586567066,Elasmobranchii-51
1950,43,51,Engraulidae,"Anchovies, round herrings",400454,7.93022097244002,Engraulidae-51
1950,43,51,Epinephelus areolatus,Areolate grouper,605367,3.86114788841027,Epinephelus_areolatus-51
1950,43,51,Etelis,Snappers,501116,1.58232113003588,Etelis-51
1950,43,51,Euthynnus affinis,Kawakawa,600096,0.535628211708648,Euthynnus_affinis-51
1950,43,51,Gerreidae,"Mojarras, silverbellies",400326,5.58333495595698,Gerreidae-51
1950,43,51,Gerres,Silver biddies,501055,0.293664177815551,Gerres-51
1950,43,51,Gerres oyena,Common silverbiddy,605996,2.10515051675896,Gerres_oyena-51
1950,43,51,Haemulidae,"Grunts, sweetlips, bonnetmouths",400327,349.763783885441,Haemulidae-51
1950,43,51,Hemiramphidae,"Halfbeaks, garfishes",400475,2.98351262923829,Hemiramphidae-51
1950,43,51,Istiophoridae,Billfishes,400419,25.5891304568331,Istiophoridae-51
1950,43,51,Isurus,Mako sharks,500638,1.69330218992896,Isurus-51
1950,43,51,Labridae,"Wrasses, gropers, tuskfishes",400362,7.1874327033538,Labridae-51
1950,43,51,Leiognathidae,"Slipmouths, ponyfishes",400318,0.111699042744328,Leiognathidae-51
1950,43,51,Lethrinidae,"Emperors, scavengers",400328,1310.5426278399,Lethrinidae-51
1950,43,51,Lethrinus harak,Thumbprint emperor,601851,0.946103975568609,Lethrinus_harak-51
1950,43,51,Lethrinus lentjan,Pink ear emperor,601863,2.99319652052223,Lethrinus_lentjan-51
1950,43,51,Lethrinus nebulosus,Spangled emperor,601846,3.32046351432673,Lethrinus_nebulosus-51
1950,43,51,Lethrinus olivaceus,Longface emperor,601864,3.03030755426502,Lethrinus_olivaceus-51
1950,43,51,Lutjanidae,Snappers,400323,512.130868723342,Lutjanidae-51
1950,43,51,Marine fishes not identified,Marine fishes nei,100039,1321.43544781193,Marine_fishes_not_identified-51
1950,43,51,Marine groundfishes not identified,Groundfishes,100239,953.145533776561,Marine_groundfishes_not_identified-51
1950,43,51,Marine pelagic fishes not identified,Pelagic fishes,100339,299.564693312851,Marine_pelagic_fishes_not_identified-51
1950,43,51,Metapenaeus monoceros,Speckled shrimp,690383,17.5756310123747,Metapenaeus_monoceros-51
1950,43,51,Miscellaneous marine crustaceans,"Marine crabs, shrimps, lobsters nei",100047,87.9110088670112,Miscellaneous_marine_crustaceans-51
1950,43,51,Mollusca,"Clams, seasnails, squids, octopuses",190195,119.149666802611,Mollusca-51
1950,43,51,Mugilidae,"Mullets, grey mullets",400359,196.527468154724,Mugilidae-51
1950,43,51,Mullidae,Goatfishes,400332,14.9115467095427,Mullidae-51
1950,43,51,Muraenidae,Moray eels,400056,5.31972718145185,Muraenidae-51
1950,43,51,Nemipteridae,"Threadfins, whiptail breams",400324,2.20591707535759,Nemipteridae-51
1950,43,51,Octopoda,"Octopuses, argonauts",390007,13.687450607891,Octopoda-51
1950,43,51,Octopus,"Octopuses, pikas",590013,26.7659030848315,Octopus-51
1950,43,51,Octopus cyanea,Big blue octopus,690906,10.3839958787854,Octopus_cyanea-51
1950,43,51,Ostraciidae,"Box-, cow-, trunkfishes",400446,0.207315739221595,Ostraciidae-51
1950,43,51,Palinuridae,Spiny lobsters,490039,11.2746523660264,Palinuridae-51
1950,43,51,Panulirus,Spiny lobsters,590083,135.338630988584,Panulirus-51
1950,43,51,Parupeneus indicus,Indian goatfish,605992,1.38211861657536,Parupeneus_indicus-51
1950,43,51,Penaeidae,Commercial shrimps and prawns,490043,0.530653611032262,Penaeidae-51
1950,43,51,Penaeus,Tiger prawns,590096,82.4642863548174,Penaeus-51
1950,43,51,Penaeus monodon,Giant tiger prawn,690151,6.30514560207877,Penaeus_monodon-51
1950,43,51,Penaeus semisulcatus,Green tiger prawn,690163,6.30696715208155,Penaeus_semisulcatus-51
1950,43,51,Perciformes,Perch-likes,300060,501.608046008001,Perciformes-51
1950,43,51,Platycephalidae,Flatheads,400273,0.127102892602698,Platycephalidae-51
1950,43,51,Pleuronectiformes,Flatfishes,300061,0.00845235482314833,Pleuronectiformes-51
1950,43,51,Plotosus lineatus,Striped eel catfish,604706,1.7717311929972,Plotosus_lineatus-51
1950,43,51,Pomacentridae,Damselfishes,400350,0.617675825677422,Pomacentridae-51
1950,43,51,Portunus pelagicus,Blue swimming crab,690055,0.083258541149107,Portunus_pelagicus-51
1950,43,51,Psettodes erumei,Indian halibut,600513,0.246102701662937,Psettodes_erumei-51
1950,43,51,Psettodidae,"Turbots, Indian halibuts",400437,0.0496025940808016,Psettodidae-51
1950,43,51,Rachycentridae,Cobias,400312,1.17495157212519,Rachycentridae-51
1950,43,51,Rastrelliger kanagurta,Indian mackerel,600111,2.85770146571204,Rastrelliger_kanagurta-51
1950,43,51,Sardinella,Sardinellas,501940,13.1274897039864,Sardinella-51
1950,43,51,Scaridae,Parrotfishes,400364,988.666446911432,Scaridae-51
1950,43,51,Sciaenidae,"Drums, croakers",400331,0.0732869598340364,Sciaenidae-51
1950,43,51,Scomberomorus commerson,Narrowbarred Spanish mackerel,600121,37.1773005235366,Scomberomorus_commerson-51
1950,43,51,Scombridae,"Mackerels, tunas, bonitos",400416,34.7610098098317,Scombridae-51
1950,43,51,Scylla serrata,Indo-Pacific swamp crab,690190,0.416134363958396,Scylla_serrata-51
1950,43,51,Selar crumenophthalmus,Bigeye scad,600387,0.784109186958725,Selar_crumenophthalmus-51
