County_ID,rgn_name,total_pas_km2,eez_tot_area_km2,prot_area_pct,protected area/ 30% target
1,Mombasa,1.65E-08,5.06E-08,32.6,1.087
3,Kwale,3.81E-09,1.66E-07,2.3,0.077
2,Kilifi,1.50E-08,2.95E-07,5.1,0.170
5,Lamu,0.00,2.54E-07,5.5,0.183
