"County_ID","rgn_name","prot_area_km2","tot_area_km2","prot_area_pct"
"1","Mombasa",1.65257014422927e-08,5.06353619711945e-08,32.6
"2","Kwale",3.80582110823325e-09,1.66319853176934e-07,2.3
"3","Kilifi",1.49800078522861e-08,2.94957996845969e-07,5.1
"5","Lamu",1.40184694824219e-08,2.54265566498169e-07,5.5
