rgn_id,rgn_name,habitat,C_status
2,Kilifi,mangrove,0.674726854
3,Kwale,mangrove,0.920232791
5,Lamu,mangrove,0.854974119
1,Mombasa,mangrove,0.232232888
4,Tana River,mangrove,0.183611124
