rgn_id,rgn_name,habitat,year,current status
4,Tana River,mangrove,2014,0.18
1,Mombasa,mangrove,2014,0.23
3,Kilifi,mangrove,2014,0.67
5,Lamu,mangrove,2014,0.85
2,Kwale,mangrove,2014,0.92
