"rgn_id","Year","species","bbmsy"
4,2009,"Rastrelliger_kanarguta",0.47
4,2010,"Rastrelliger_kanarguta",0.48
4,2011,"Rastrelliger_kanarguta",0.36
4,2012,"Rastrelliger_kanarguta",0.29
4,2013,"Rastrelliger_kanarguta",0.21
4,2014,"Rastrelliger_kanarguta",0.13
4,2002,"Panulirus_sp",16.72
4,2003,"Panulirus_sp",13.86
4,2004,"Panulirus_sp",10.42
4,2005,"Panulirus_sp",7.68
4,2006,"Panulirus_sp",6.53
4,2007,"Panulirus_sp",5.67
4,2008,"Panulirus_sp",4.41
4,2009,"Panulirus_sp",2.53
4,2010,"Panulirus_sp",1.87
4,2011,"Panulirus_sp",0.45
4,2012,"Panulirus_sp",0.12
4,2013,"Panulirus_sp",0.03
4,2014,"Panulirus_sp",0.01
4,2002,"Peneius_indicus",4.68
4,2003,"Peneius_indicus",3.19
4,2004,"Peneius_indicus",2.32
4,2005,"Peneius_indicus",2.05
4,2006,"Peneius_indicus",1.77
4,2007,"Peneius_indicus",1.4
4,2008,"Peneius_indicus",0.7
4,2009,"Peneius_indicus",0.31
4,2010,"Peneius_indicus",0.06
4,2011,"Peneius_indicus",0.01
4,2012,"Peneius_indicus",0
4,2013,"Peneius_indicus",0
4,2014,"Peneius_indicus",0
5,2002,"Sphyraena_sp",0.4
5,2003,"Sphyraena_sp",0.35
5,2004,"Sphyraena_sp",0.33
5,2005,"Sphyraena_sp",0.33
5,2006,"Sphyraena_sp",0.32
5,2007,"Sphyraena_sp",0.29
5,2008,"Sphyraena_sp",0.26
5,2009,"Sphyraena_sp",0.22
5,2010,"Sphyraena_sp",0.24
5,2011,"Sphyraena_sp",0.21
5,2012,"Sphyraena_sp",0.17
5,2013,"Sphyraena_sp",0.16
5,2014,"Sphyraena_sp",0.12
5,2002,"Siganus_sutor",4.09
5,2003,"Siganus_sutor",3.65
5,2004,"Siganus_sutor",3.36
5,2005,"Siganus_sutor",3.2
5,2006,"Siganus_sutor",3.06
5,2007,"Siganus_sutor",2.91
5,2008,"Siganus_sutor",2.76
5,2009,"Siganus_sutor",2.6
5,2010,"Siganus_sutor",2.62
5,2011,"Siganus_sutor",2.23
5,2012,"Siganus_sutor",1.72
5,2013,"Siganus_sutor",1.39
5,2014,"Siganus_sutor",0.84
5,2002,"Rastrelliger_kanarguta",0.72
5,2003,"Rastrelliger_kanarguta",0.58
5,2004,"Rastrelliger_kanarguta",0.53
5,2005,"Rastrelliger_kanarguta",0.51
5,2006,"Rastrelliger_kanarguta",0.52
5,2007,"Rastrelliger_kanarguta",0.51
5,2008,"Rastrelliger_kanarguta",0.47
5,2009,"Rastrelliger_kanarguta",0.47
5,2010,"Rastrelliger_kanarguta",0.48
5,2011,"Rastrelliger_kanarguta",0.36
5,2012,"Rastrelliger_kanarguta",0.29
5,2013,"Rastrelliger_kanarguta",0.21
5,2014,"Rastrelliger_kanarguta",0.13
5,2002,"Panulirus_sp",16.72
5,2003,"Panulirus_sp",13.86
5,2004,"Panulirus_sp",10.42
5,2005,"Panulirus_sp",7.68
5,2006,"Panulirus_sp",6.53
5,2007,"Panulirus_sp",5.67
5,2008,"Panulirus_sp",4.41
5,2009,"Panulirus_sp",2.53
5,2010,"Panulirus_sp",1.87
5,2011,"Panulirus_sp",0.45
5,2012,"Panulirus_sp",0.12
5,2013,"Panulirus_sp",0.03
5,2014,"Panulirus_sp",0.01
5,2002,"Peneius_indicus",4.68
5,2003,"Peneius_indicus",3.19
5,2004,"Peneius_indicus",2.32
5,2005,"Peneius_indicus",2.05
5,2006,"Peneius_indicus",1.77
5,2007,"Peneius_indicus",1.4
5,2008,"Peneius_indicus",0.7
5,2009,"Peneius_indicus",0.31
5,2010,"Peneius_indicus",0.06
5,2011,"Peneius_indicus",0.01
5,2012,"Peneius_indicus",0
5,2013,"Peneius_indicus",0
5,2014,"Peneius_indicus",0
