"rgn_id","Year","species","bbmsy"
1,2002,"Sphyraena_sp",0.4
1,2003,"Sphyraena_sp",0.35
1,2004,"Sphyraena_sp",0.33
1,2005,"Sphyraena_sp",0.33
1,2006,"Sphyraena_sp",0.32
1,2007,"Sphyraena_sp",0.29
1,2008,"Sphyraena_sp",0.26
1,2009,"Sphyraena_sp",0.22
1,2010,"Sphyraena_sp",0.24
1,2011,"Sphyraena_sp",0.21
1,2012,"Sphyraena_sp",0.17
1,2013,"Sphyraena_sp",0.16
1,2014,"Sphyraena_sp",0.12
1,2002,"Siganus_sutor",4.09
1,2003,"Siganus_sutor",3.65
1,2004,"Siganus_sutor",3.36
1,2005,"Siganus_sutor",3.2
1,2006,"Siganus_sutor",3.06
1,2007,"Siganus_sutor",2.91
1,2008,"Siganus_sutor",2.76
1,2009,"Siganus_sutor",2.6
1,2010,"Siganus_sutor",2.62
1,2011,"Siganus_sutor",2.23
1,2012,"Siganus_sutor",1.72
1,2013,"Siganus_sutor",1.39
1,2014,"Siganus_sutor",0.84
1,2002,"Rastrelliger_kanarguta",0.72
1,2003,"Rastrelliger_kanarguta",0.58
1,2004,"Rastrelliger_kanarguta",0.53
1,2005,"Rastrelliger_kanarguta",0.51
1,2006,"Rastrelliger_kanarguta",0.52
1,2007,"Rastrelliger_kanarguta",0.51
1,2008,"Rastrelliger_kanarguta",0.47
1,2009,"Rastrelliger_kanarguta",0.47
1,2010,"Rastrelliger_kanarguta",0.48
1,2011,"Rastrelliger_kanarguta",0.36
1,2012,"Rastrelliger_kanarguta",0.29
1,2013,"Rastrelliger_kanarguta",0.21
1,2014,"Rastrelliger_kanarguta",0.13
1,2002,"Panulirus_sp",16.72
1,2003,"Panulirus_sp",13.86
1,2004,"Panulirus_sp",10.42
1,2005,"Panulirus_sp",7.68
1,2006,"Panulirus_sp",6.53
1,2007,"Panulirus_sp",5.67
1,2008,"Panulirus_sp",4.41
1,2009,"Panulirus_sp",2.53
1,2010,"Panulirus_sp",1.87
1,2011,"Panulirus_sp",0.45
1,2012,"Panulirus_sp",0.12
1,2013,"Panulirus_sp",0.03
1,2014,"Panulirus_sp",0.01
1,2002,"Peneius_indicus",4.68
1,2003,"Peneius_indicus",3.19
1,2004,"Peneius_indicus",2.32
1,2005,"Peneius_indicus",2.05
1,2006,"Peneius_indicus",1.77
1,2007,"Peneius_indicus",1.4
1,2008,"Peneius_indicus",0.7
1,2009,"Peneius_indicus",0.31
1,2010,"Peneius_indicus",0.06
1,2011,"Peneius_indicus",0.01
1,2012,"Peneius_indicus",0
1,2013,"Peneius_indicus",0
1,2014,"Peneius_indicus",0
2,2002,"Sphyraena_sp",0.4
2,2003,"Sphyraena_sp",0.35
2,2004,"Sphyraena_sp",0.33
2,2005,"Sphyraena_sp",0.33
2,2006,"Sphyraena_sp",0.32
2,2007,"Sphyraena_sp",0.29
2,2008,"Sphyraena_sp",0.26
2,2009,"Sphyraena_sp",0.22
2,2010,"Sphyraena_sp",0.24
2,2011,"Sphyraena_sp",0.21
2,2012,"Sphyraena_sp",0.17
2,2013,"Sphyraena_sp",0.16
2,2014,"Sphyraena_sp",0.12
2,2002,"Siganus_sutor",4.09
2,2003,"Siganus_sutor",3.65
2,2004,"Siganus_sutor",3.36
2,2005,"Siganus_sutor",3.2
2,2006,"Siganus_sutor",3.06
2,2007,"Siganus_sutor",2.91
2,2008,"Siganus_sutor",2.76
2,2009,"Siganus_sutor",2.6
2,2010,"Siganus_sutor",2.62
2,2011,"Siganus_sutor",2.23
2,2012,"Siganus_sutor",1.72
2,2013,"Siganus_sutor",1.39
2,2014,"Siganus_sutor",0.84
2,2002,"Rastrelliger_kanarguta",0.72
2,2003,"Rastrelliger_kanarguta",0.58
2,2004,"Rastrelliger_kanarguta",0.53
2,2005,"Rastrelliger_kanarguta",0.51
2,2006,"Rastrelliger_kanarguta",0.52
2,2007,"Rastrelliger_kanarguta",0.51
2,2008,"Rastrelliger_kanarguta",0.47
2,2009,"Rastrelliger_kanarguta",0.47
2,2010,"Rastrelliger_kanarguta",0.48
2,2011,"Rastrelliger_kanarguta",0.36
2,2012,"Rastrelliger_kanarguta",0.29
2,2013,"Rastrelliger_kanarguta",0.21
2,2014,"Rastrelliger_kanarguta",0.13
2,2002,"Panulirus_sp",16.72
2,2003,"Panulirus_sp",13.86
2,2004,"Panulirus_sp",10.42
2,2005,"Panulirus_sp",7.68
2,2006,"Panulirus_sp",6.53
2,2007,"Panulirus_sp",5.67
2,2008,"Panulirus_sp",4.41
2,2009,"Panulirus_sp",2.53
2,2010,"Panulirus_sp",1.87
2,2011,"Panulirus_sp",0.45
2,2012,"Panulirus_sp",0.12
2,2013,"Panulirus_sp",0.03
2,2014,"Panulirus_sp",0.01
2,2002,"Peneius_indicus",4.68
2,2003,"Peneius_indicus",3.19
2,2004,"Peneius_indicus",2.32
2,2005,"Peneius_indicus",2.05
2,2006,"Peneius_indicus",1.77
2,2007,"Peneius_indicus",1.4
2,2008,"Peneius_indicus",0.7
2,2009,"Peneius_indicus",0.31
2,2010,"Peneius_indicus",0.06
2,2011,"Peneius_indicus",0.01
2,2012,"Peneius_indicus",0
2,2013,"Peneius_indicus",0
2,2014,"Peneius_indicus",0
3,2002,"Sphyraena_sp",0.4
3,2003,"Sphyraena_sp",0.35
3,2004,"Sphyraena_sp",0.33
3,2005,"Sphyraena_sp",0.33
3,2006,"Sphyraena_sp",0.32
3,2007,"Sphyraena_sp",0.29
3,2008,"Sphyraena_sp",0.26
3,2009,"Sphyraena_sp",0.22
3,2010,"Sphyraena_sp",0.24
3,2011,"Sphyraena_sp",0.21
3,2012,"Sphyraena_sp",0.17
3,2013,"Sphyraena_sp",0.16
3,2014,"Sphyraena_sp",0.12
3,2002,"Siganus_sutor",4.09
3,2003,"Siganus_sutor",3.65
3,2004,"Siganus_sutor",3.36
3,2005,"Siganus_sutor",3.2
3,2006,"Siganus_sutor",3.06
3,2007,"Siganus_sutor",2.91
3,2008,"Siganus_sutor",2.76
3,2009,"Siganus_sutor",2.6
3,2010,"Siganus_sutor",2.62
3,2011,"Siganus_sutor",2.23
3,2012,"Siganus_sutor",1.72
3,2013,"Siganus_sutor",1.39
3,2014,"Siganus_sutor",0.84
3,2002,"Rastrelliger_kanarguta",0.72
3,2003,"Rastrelliger_kanarguta",0.58
3,2004,"Rastrelliger_kanarguta",0.53
3,2005,"Rastrelliger_kanarguta",0.51
3,2006,"Rastrelliger_kanarguta",0.52
3,2007,"Rastrelliger_kanarguta",0.51
3,2008,"Rastrelliger_kanarguta",0.47
3,2009,"Rastrelliger_kanarguta",0.47
3,2010,"Rastrelliger_kanarguta",0.48
3,2011,"Rastrelliger_kanarguta",0.36
3,2012,"Rastrelliger_kanarguta",0.29
3,2013,"Rastrelliger_kanarguta",0.21
3,2014,"Rastrelliger_kanarguta",0.13
3,2002,"Panulirus_sp",16.72
3,2003,"Panulirus_sp",13.86
3,2004,"Panulirus_sp",10.42
3,2005,"Panulirus_sp",7.68
3,2006,"Panulirus_sp",6.53
3,2007,"Panulirus_sp",5.67
3,2008,"Panulirus_sp",4.41
3,2009,"Panulirus_sp",2.53
3,2010,"Panulirus_sp",1.87
3,2011,"Panulirus_sp",0.45
3,2012,"Panulirus_sp",0.12
3,2013,"Panulirus_sp",0.03
3,2014,"Panulirus_sp",0.01
3,2002,"Peneius_indicus",4.68
3,2003,"Peneius_indicus",3.19
3,2004,"Peneius_indicus",2.32
3,2005,"Peneius_indicus",2.05
3,2006,"Peneius_indicus",1.77
3,2007,"Peneius_indicus",1.4
3,2008,"Peneius_indicus",0.7
3,2009,"Peneius_indicus",0.31
3,2010,"Peneius_indicus",0.06
3,2011,"Peneius_indicus",0.01
3,2012,"Peneius_indicus",0
3,2013,"Peneius_indicus",0
3,2014,"Peneius_indicus",0
4,2002,"Sphyraena_sp",0.4
4,2003,"Sphyraena_sp",0.35
4,2004,"Sphyraena_sp",0.33
4,2005,"Sphyraena_sp",0.33
4,2006,"Sphyraena_sp",0.32
4,2007,"Sphyraena_sp",0.29
4,2008,"Sphyraena_sp",0.26
4,2009,"Sphyraena_sp",0.22
4,2010,"Sphyraena_sp",0.24
4,2011,"Sphyraena_sp",0.21
4,2012,"Sphyraena_sp",0.17
4,2013,"Sphyraena_sp",0.16
4,2014,"Sphyraena_sp",0.12
4,2002,"Siganus_sutor",4.09
4,2003,"Siganus_sutor",3.65
4,2004,"Siganus_sutor",3.36
4,2005,"Siganus_sutor",3.2
4,2006,"Siganus_sutor",3.06
4,2007,"Siganus_sutor",2.91
4,2008,"Siganus_sutor",2.76
4,2009,"Siganus_sutor",2.6
4,2010,"Siganus_sutor",2.62
4,2011,"Siganus_sutor",2.23
4,2012,"Siganus_sutor",1.72
4,2013,"Siganus_sutor",1.39
4,2014,"Siganus_sutor",0.84
4,2002,"Rastrelliger_kanarguta",0.72
4,2003,"Rastrelliger_kanarguta",0.58
4,2004,"Rastrelliger_kanarguta",0.53
4,2005,"Rastrelliger_kanarguta",0.51
4,2006,"Rastrelliger_kanarguta",0.52
4,2007,"Rastrelliger_kanarguta",0.51
4,2008,"Rastrelliger_kanarguta",0.47
